items_title,items_dcCreator,items_dataProvider,items_type,items_country,items_id,items_edmTimespanLabelLangAware_def,items_edmPreview
"Lysebu, interiør","Wilse, Anders Beer http://data.europeana.eu/agent/base/81047",Oslo Museum,IMAGE,norway,/2022608/OMU_OB_Y7684,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmm.dimu.no%2Fimage%2F022uKXe4CgKX%3Fdimension%3D800x800&size=LARGE&type=IMAGE
Tegning,"Andreassen, Arvid",Norsk Folkemuseum,IMAGE,norway,/2022608/NF_NF_2012_0382,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmm.dimu.no%2Fimage%2F02VUjFu9h6%3Fdimension%3D800x800&size=LARGE&type=IMAGE
Reproduksjon,"da Vinci, Leonardo http://data.europeana.eu/agent/base/146741","Bjerkebæk, Sigrid Undsets hjem",IMAGE,norway,/2022608/MH_B_UB_00389,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmm.dimu.no%2Fimage%2F0277k5MkU%3Fdimension%3D800x800&size=LARGE&type=IMAGE
"Kunsttryk, af Mona Lisa",,Kulturarvsstyrelsen,IMAGE,denmark,/2058618/object_KUAS_7710014,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=https%3A%2F%2Fwww.kulturarv.dk%2Fmussam%2FVisMIMEtypeobjekt.action%3FmimetypeobjektId%3D148057&size=LARGE&type=IMAGE
The Mona Lisa effect: Testing the limits of perceptual robustness vis-à-vis slanted images,Hecht Heiko Boyarskaya Evgenia Kitaoka Akiyoshi,National Library of Serbia,TEXT,serbia,/92040/BibliographicResource_3000135740219,21..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.doiserbia.nb.rs%2Fimages%2Fdoi%2F00485705_0.jpg&size=LARGE&type=TEXT
Galeria Remont. Nieznana awangarda lat siedemdziesiątych,"Urbańska, Katarzyna",Central and Eastern European Online Library,TEXT,europe,/9200418/BibliographicResource_3000125979702,-1,
Mona Lisa Oper in zwei Akten : Op. 31,Макс Шиллингс,Russian State Library,TEXT,russia,/9200474/BibliographicResource_3000149430121,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fsearch.rsl.ru%2Fapi%2Fdescription%2F01004468151%2Fpage%2F1&size=LARGE&type=TEXT
"Pablo Picasso, ladrón de arte: “el caso de las estatuillas” y su papel en la fundación de la pintura moderna","Charney, Noah",Complutense University Library of Madrid,TEXT,spain,/9200102/BibliographicResource_3000095842655,21..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Frevistas.ucm.es%2Fpublic%2Fjournals%2F52%2FhomepageImage_es_ES.jpg&size=LARGE&type=TEXT
MEĐUNARODNI DAN MUZEJA,"Falout, Nada","Muzej za umjetnost i obrt, Zagreb",IMAGE,croatia,/2048053/MUO_020830,1987,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fathena.muo.hr%2Fapi%2F%3Fsemantic%3Drepresentation%26id%3D4630&size=LARGE&type=IMAGE
Mona Lisa,David Gardelle,Statens Museum for Kunst,IMAGE,denmark,/2020903/KMSB_37_106_7,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcspic.smk.dk%2Fglobus%2FGLOBUS%25202005%2Fglobus%2520juli%25202005%2FCRW_2982.jpg&size=LARGE&type=IMAGE
Ich hab mich so an dich gewöhnt - La vie en rose - In der Cafeteria von Milano - Das machen nur die Beine von Dolores - Mona Lisa - Eine weiße Hochzeitskutsche - C'est si bon - Auf Wiedersehn,,Österreichische Mediathek,SOUND,austria,/00902/14C2D120_29D_002AA_00000E80_14C1C0B9,1951,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.mediathek.at%2Ftype%2Fapiimage%2Fatom%2F14C2D120-29D-002AA-00000E80-14C1C0B9&size=LARGE&type=SOUND
Leonardo: Mona Lisa (XVI. sz.),"Leonardo da Vinci ,  (painter)",National Széchényi Library - Digital Archive of Pictures,IMAGE,hungary,/2023859/_http___keptar_oszk_hu_021500_021597__,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fkeptar.oszk.hu%2F021500%2F021597%2F880_kiskep.jpg&size=LARGE&type=IMAGE
Bortnyik Sándor,"Varga ,  József  (photographer)",National Széchényi Library - Digital Archive of Pictures,IMAGE,hungary,/2023859/_http___keptar_oszk_hu_019900_019940__,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fkeptar.oszk.hu%2F019900%2F019940%2Fkerepesi_bortnyik_s_kiskep.jpg&size=LARGE&type=IMAGE
"Bygate, Storgata 1952-1955","Williams, Nils",FylkesFOTOarkivet i Møre og Romsdal,IMAGE,norway,/2022601/foto_detalj_http___www_sffarkiv_no_sffbasar_default_asp_p_result_ptype_single_db_dbfoto_sql_sfffoto_20__20_27FAKf_100296_187695_27,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.sffarkiv.no%2Fwebdb%2FfileStream.aspx%3FfileName%3Ddbfoto%255CFAKf-100296%255Ckvalitet3%255CFAKf-100296.187695.jpg&size=LARGE&type=IMAGE
Etiket Mona Lisa Toiletries,,Regionaal Archief Nijmegen,IMAGE,netherlands,/2021651/ran__detail_aspx_xmldescid_14521128,1968,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstudiezaal.nijmegen.nl%2FHttpHandler%2Ficoon.ico%3Ficoonfromxmlbeschr%3D14521128&size=LARGE&type=IMAGE
Wikkel Savon Mona Lisa,,Regionaal Archief Nijmegen,IMAGE,netherlands,/2021651/ran__detail_aspx_xmldescid_14296690,1919,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstudiezaal.nijmegen.nl%2FHttpHandler%2Ficoon.ico%3Ficoonfromxmlbeschr%3D14296690&size=LARGE&type=IMAGE
Wikkel  Castella Mona Lisa,,Regionaal Archief Nijmegen,IMAGE,netherlands,/2021651/ran__detail_aspx_xmldescid_14291897,1968,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstudiezaal.nijmegen.nl%2FHttpHandler%2Ficoon.ico%3Ficoonfromxmlbeschr%3D14291897&size=LARGE&type=IMAGE
"Tekeningserie Notre Dame, Mona Lisa van de Notre Dame.",,"Rijckheyt, centrum voor regionale geschiedenis",IMAGE,netherlands,/2021666/F80A579DA2045AE6E044001A4B08D326,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffiles.archieven.nl%2Fphp%2Fget_thumb.php%3Fadt_id%3D62%26toegang%3D507%26id%3D522292103%26file%3D507-0444.JPG&size=LARGE&type=IMAGE
Mode Marianne. Fotografering gjord i anslutning till nedläggningen av Mode Mariannes hattaffär.Text finns arkivlagd om verksamhetens historia. Mona Lisa Rhodiner var ägare tiden före nedläggningen.,"Porsmyr, Anna",Sundsvalls museum,IMAGE,sweden,/91698/sm_photo_SuM_foto000634,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmm.dimu.org%2Fimage%2F012sC2iXPUpL%3Fdimension%3D1200x1200&size=LARGE&type=IMAGE
Damenporträt nach Art der Mona Lisa,"Setzer, Franz Xaver",Österreichische Nationalbibliothek - Austrian National Library,IMAGE,austria,/92060/BibliographicResource_1000126007521,1913,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildarchivaustria.at%2FBildarchiv%2F%2FBA%2F859%2FB9323891T9323895.jpg&size=LARGE&type=IMAGE
Mona Lisa '75 ,"Groote Willink, Gerrit Jan (1946)",Deventer Musea,IMAGE,netherlands,/2021659/G0692,1975,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.collectiedeventermusea.nl%2Fwwwwopacx%2Fwwwopac.ashx%3Fcommand%3Dgetcontent%26server%3Dimages%26value%3Dgemeente%2520B%255CG0692.jpg&size=LARGE&type=IMAGE
LISAO;Goudkleurige trommel met portret van Mona Lisa ,Nederlands Vereenigde blikfabriek,Deventer Musea,IMAGE,netherlands,/2021659/B0358,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.collectiedeventermusea.nl%2Fwwwwopacx%2Fwwwopac.ashx%3Fcommand%3Dgetcontent%26server%3Dimages%26value%3DBlik%255CB0358.jpg&size=LARGE&type=IMAGE
"The Gioconda smile Χαμόγελο της Τζοκόντας, το The Gioconda smile",Θέατρο Τέχνης Κάρολου Κουν   Αθήνα,ELIA Open Archive Initiative Repository,IMAGE,greece,/2055701/332074,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Feliaserver.elia.org.gr%3A8080%2FLSelia%2Fimages_View%2FTHP.65.12%2520%2802%29.jpg&size=LARGE&type=IMAGE
The Path towards Excellence Business Excellence in Swedish Dental Clinics,"Drescher Lisa 1989- , Internationella Handelshögskolan, Högskolan i Jönköping, IHH, Företagsekonomi Klemp Julia 1987- , Internationella Handelshögskolan, Högskolan i Jönköping, IHH, Företagsekonomi Lindh Oskar 1989- , Internationella Handelshögskolan, Högskolan i Jönköping, IHH, Företagsekonomi",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000086008108,2011,
Multimedia and Purchase Intentions Web Design for Fashion E-Tailers,"Carlsson Lisa J. , Internationella Handelshögskolan, Högskolan i Jönköping, IHH, Företagsekonomi Chehimi Sara , Internationella Handelshögskolan, Högskolan i Jönköping, IHH, Företagsekonomi",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000086007539,2011,
IFRS Implementation in Germany and the UK And its Effects on the Quality of Accounting Information from an Investor Perspective,"Bargman Daniil 1989- , Internationella Handelshögskolan, Högskolan i Jönköping, IHH, Företagsekonomi Hansmann Lisa 1987- , Internationella Handelshögskolan, Högskolan i Jönköping, IHH, Företagsekonomi",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000086003102,2011,
"""Det är bra som det är"" - En studie om hur ungdomar konstruerar kön på en fritidsgård.","Hassellund Lisa , Karlstads universitet, Fakulteten för samhälls- och livsvetenskaper Klevbrant Josefina , Karlstads universitet, Fakulteten för samhälls- och livsvetenskaper",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000085985986,2010,
ATT INSE SIN EGEN DÖDLIGHET En litteraturstudie om närståendes upplevelser och erfarenheter av palliativ vård,"Petersson Emelie 1986- , Växjö universitet, Institutionen för vårdvetenskap och socialt arbete Dahl Lisa 1982- , Växjö universitet, Institutionen för vårdvetenskap och socialt arbete",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000085976922,21..,
"Röster från gräsrotsaktivister en studie av kvinnors identitetsskapande kring Coca Cola Companys etablering i byn Plachimada, Indien. Voices from Grassroots Activists a Study on Women’s Construction of Identity Related to Coca Cola Company’s Establishment in the Village of Plachimada, India.","Lagerström Lisa 1980- , Mittuniversitetet, Institutionen för socialt arbete Larsson Liv 1979- , Mittuniversitetet, Institutionen för socialt arbete",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000085968851,21..,
Mona Lisa ler inte en undersökning av gymnasial historieundervisnings fokus,"Danielsson Malin , Högskolan Kristianstad, Enheten för lärarutbildning Hult Skoog Ida , Högskolan Kristianstad, Enheten för lärarutbildning",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000085966910,21..,
Hur man beskriver sina nära relationer idag utifrån en upplevd trygg eller mindre trygg barndom,"Hansson Lisa , Högskolan Väst, Institutionen för individ och samhälle Möller Mona , Högskolan Väst, Institutionen för individ och samhälle",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000085963898,2003,
"KR’PTA spår och ärrbildningar hos Johannes Heldén, Ingrid Storholmen och Anna Hallberg","Schmidt Lisa , Södertörns högskola, Institutionen för genus, kultur och historia",Uppsala University,TEXT,sweden,/9200111/BibliographicResource_1000085937028,2005,
Das Lächeln der Mona Lisa / Kurt Tucholsky,,Universitäts- und Landesbibliothek Düsseldorf,TEXT,germany,/09428/urn_nbn_de_hbz_061_1_4239,1929,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fdigital.ub.uni-duesseldorf.de%2Fdownload%2Fwebcache%2F1000%2F170346&size=LARGE&type=TEXT
Mona Lisa : Oper in zwei Akten; op. 31,"Dovsky, Beatrice",Württembergische Landesbibliothek Stuttgart,TEXT,germany,/09428/urn_nbn_de_bsz_24_digibib_bsz3270203857,20..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fdigital.wlb-stuttgart.de%2Ffilegroups%2Fschimona_327020385%2Fdefault%2F00000001.jpg&size=LARGE&type=TEXT
A Mona Lisa mosolya,"Huxley, Aldous Leonard  (1894-1963)",Petőfi Irodalmi Múzeum,IMAGE,hungary,/2032011/_Pet_fi_Irodalmi_______________________M_zeum_opac_pim_hu_object_1779343,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.pim.hu%2Fopac.pim.hu_object_1779343_resourceRepresentation_175093-18004&size=LARGE&type=IMAGE
Mona Lisa + Heilige Hiëronymus,"Poth, Uwe (1946)  tekenaar",Teylers Museum,IMAGE,netherlands,/2021618/internetserver_Details_kunst_38084,-1,
Mona Lisa,"Calamatta, Luigi (1801-1869) Leonardo da Vinci (1452 - 1519)  graveur  inventor http://data.europeana.eu/agent/base/103195 http://data.europeana.eu/agent/base/6 http://data.europeana.eu/agent/base/94182 http://data.europeana.eu/agent/base/146741",Teylers Museum,IMAGE,netherlands,/2021618/internetserver_Details_kunst_25027,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fteylers.adlibhosting.com%2Fwwwopacx%2Fwwwopac.ashx%3Fcommand%3Dgetcontent%26server%3Dimages%26value%3DTvB%2520G%25203674.jpg&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_e519167b_8472_4a93_af10_beea1864db79,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2Fe%2Furn_axmedis_00000_obj_e519167b-8472-4a93-af10-beea1864db79.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_b32d1e11_7cf0_493b_b5d9_ef3f2c6fed39,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2Fb%2Furn_axmedis_00000_obj_b32d1e11-7cf0-493b-b5d9-ef3f2c6fed39.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_a829f0b4_2ae5_4662_83ef_2fee661b648a,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2Fa%2Furn_axmedis_00000_obj_a829f0b4-2ae5-4662-83ef-2fee661b648a.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_9a25f9f8_d2d8_46cc_a1a7_f3047ce02fc8,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F9%2Furn_axmedis_00000_obj_9a25f9f8-d2d8-46cc-a1a7-f3047ce02fc8.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_8402dc1e_f867_4917_b88a_b0fa97ce8127,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F8%2Furn_axmedis_00000_obj_8402dc1e-f867-4917-b88a-b0fa97ce8127.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_6e095e2a_614f_418d_a64f_39ddba2a9bd6,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F6%2Furn_axmedis_00000_obj_6e095e2a-614f-418d-a64f-39ddba2a9bd6.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_6756ab0c_1ed6_438f_aac5_f586ed8978c2,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F6%2Furn_axmedis_00000_obj_6756ab0c-1ed6-438f-aac5-f586ed8978c2.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_67403d37_1d71_4d62_8290_b6832b0ac7c6,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F6%2Furn_axmedis_00000_obj_67403d37-1d71-4d62-8290-b6832b0ac7c6.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_672d222e_44bc_4e5d_99e8_b742c2fdeda2,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F6%2Furn_axmedis_00000_obj_672d222e-44bc-4e5d-99e8-b742c2fdeda2.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_620e7e26_6040_487d_8084_40e3498a9ad2,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F6%2Furn_axmedis_00000_obj_620e7e26-6040-487d-8084-40e3498a9ad2.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_33a006d6_336c_4dc3_9515_7be5ca2aa4fd,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F3%2Furn_axmedis_00000_obj_33a006d6-336c-4dc3-9515-7be5ca2aa4fd.gif&size=LARGE&type=IMAGE
A Mona Lisa mosolya,Molnár Zsófi,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",TEXT,hungary,/2022111/urn_axmedis_00000_obj_137f9fab_c097_40a7_9a0d_a569c9746052,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F1%2Furn_axmedis_00000_obj_137f9fab-c097-40a7-9a0d-a569c9746052.gif&size=LARGE&type=TEXT
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_0dbc2abb_c94f_4828_9133_0157323b1315,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F0%2Furn_axmedis_00000_obj_0dbc2abb-c94f-4828-9133-0157323b1315.gif&size=LARGE&type=IMAGE
A Mona Lisa mosoly,Vígszínház Keleti Éva,"Országos Színháztörténeti Múzeum és Intézet (Hungarian Theatre Museum and Institute), OSZMI",IMAGE,hungary,/2022111/urn_axmedis_00000_obj_064fd793_59b9_40cd_bd34_e4cc7c4769db,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbpfe.eclap.eu%2Feclap%2Fmediumgif%2F0%2Furn_axmedis_00000_obj_064fd793-59b9-40cd-bd34-e4cc7c4769db.gif&size=LARGE&type=IMAGE
gouache,"Joods Historisch Museum [Publication] Salomon, Charlotte1917-04-16=1943-09-21 [Create]","Joods Historisch Museum, Amsterdam",IMAGE,netherlands,/09313/DD06EE3F41BD3CDE72651CBD6F1C3156482F64D4,-1,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcollectie.jhm.nl%2Fbeeld%2Fd047%2F047B023.jpg&size=LARGE&type=IMAGE
"Codex Atlanticus, 864r. - An eye resembling that of the Mona Lisa and a study for the Medicean quarter in Florence: ""balls (Palazzo Medici), (San) Giovannino"", c. 1515. Codice Atlantico, 864r. - Un occhio simile a quello della Gioconda e studio per il quartiere mediceo in Firenze: ""palle (Palazzo Medici), (San) Giovannino"", c. 1515.",,Museo Galileo - Istituto e Museo di Storia della Scienza,IMAGE,italy,/02302/urn_imss_image_034753,21..,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fvitruvio.imss.fi.it%2Ffoto%2Fisd%2Fav%2Fca_0864r_300.jpg&size=LARGE&type=IMAGE
